Year,Week,Tier,Division,TeamA,TeamB,TeamASeed,TeamBSeed,Notes,Rivalry
2026,15,4,Feed League Division 4,Sam Houston,UConn,4,17,NPL,
2026,15,4,Feed League Division 4,Texas State,UTEP,14,5,NPL,
2026,15,4,Feed League Division 4,Tulsa,UC Davis,1,16,NPL,
2026,15,4,Feed League Division 4,Utah State,Wyoming,11,12,NPL,
2026,15,4,Feed League Division 4,Ohio,UAB,7,2,NPL,
2026,15,4,Feed League Division 4,UMass,Western Michigan,18,9,NPL,
2026,15,4,Feed League Division 4,Troy,UNLV,15,10,NPL,
2026,15,4,Feed League Division 4,Southern Miss,Toledo,13,8,NPL,
2026,16,4,Feed League Division 4,UTSA,Sam Houston,3,4,NPL,
2026,16,4,Feed League Division 4,Toledo,Ohio,8,7,NPL,
2026,16,4,Feed League Division 4,UC Davis,Southern Miss,16,13,NPL,
2026,16,4,Feed League Division 4,Tulsa,Utah State,1,11,NPL,
2026,16,4,Feed League Division 4,UNLV,Western Kentucky,10,6,NPL,
2026,16,4,Feed League Division 4,UAB,Texas State,2,14,NPL,
2026,16,4,Feed League Division 4,UTEP,Troy,5,15,NPL,
2026,16,4,Feed League Division 4,Western Michigan,Wyoming,9,12,NPL,
2026,16,4,Feed League Division 4,UConn,UMass,17,18,NPL,
2026,17,4,Feed League Division 4,Texas State,Toledo,14,8,NPL,
2026,17,4,Feed League Division 4,Utah State,Western Michigan,11,9,NPL,
2026,17,4,Feed League Division 4,Southern Miss,Tulsa,13,1,NPL,
2026,17,4,Feed League Division 4,UMass,UTSA,18,3,NPL,
2026,17,4,Feed League Division 4,Western Kentucky,UTEP,6,5,NPL,
2026,17,4,Feed League Division 4,Wyoming,UConn,12,17,NPL,
2026,17,4,Feed League Division 4,Ohio,UC Davis,7,16,NPL,
2026,17,4,Feed League Division 4,Sam Houston,UNLV,4,10,NPL,
2026,17,4,Feed League Division 4,Troy,UAB,15,2,NPL,
